chembl_id	accession	pref_name	organism
CHEMBL5375	Q8JXU8	Hepatitis C virus NS5B RNA-dependent RNA polymerase	Hepatitis C virus
CHEMBL4730	Q8JZL2	Melanin-concentrating hormone receptor 1	Mus musculus
CHEMBL3600275	Q8K093	Thyrotropin-releasing hormone-degrading ectoenzyme	Mus musculus
CHEMBL3091264	Q8K0H1	Multidrug and toxin extrusion protein 1	Mus musculus
CHEMBL2331072	Q8K1M6	Dynamin-1-like protein	Mus musculus
CHEMBL3259504	Q8K1N1	Calcium-independent phospholipase A2-gamma	Mus musculus
CHEMBL2073720	Q8K1P8	Monocarboxylate transporter 8	Rattus norvegicus
CHEMBL2096912	Q8K2I1	Protein farnesyltransferase	Mus musculus
CHEMBL1795180	Q8K3T4	Free fatty acid receptor 1	Rattus norvegicus
CHEMBL4565	Q8K409	DNA polymerase beta	Mus musculus
CHEMBL1075111	Q8K418	Bombesin receptor subtype-3	Rattus norvegicus
CHEMBL3289	Q8K4F2	Arachidonate 15-lipoxygenase, type II	Rattus norvegicus
CHEMBL1795090	Q8K4F5	Abhydrolase domain-containing protein 11	Mus musculus
CHEMBL5414	Q8K4Z4	Beta-2 adrenergic receptor	Cavia porcellus
CHEMBL3347255	Q8K4Z6	G-protein coupled receptor family C group 6 member A	Mus musculus
CHEMBL4424	Q8K5E0	Lysophosphatidic acid receptor Edg-7	Rattus norvegicus
CHEMBL3301393	Q8K5E0	Lysophosphatidic acid receptor 1/lysophosphatidic acid receptor 3	Rattus norvegicus
CHEMBL1795154	Q8KHG4	Beta 1,3 N-acetylglucosaminyltransferase	Neisseria meningitidis
CHEMBL3309061	Q8KHJ3	Alpha 1,4 galactosyltransferase	Neisseria meningitidis
CHEMBL1287597	Q8KKG1	Metallo-beta-lactamase	Caulobacter vibrioides
CHEMBL6146	Q8KRJ3	Beta-lactamase VIM-4	Pseudomonas aeruginosa
CHEMBL3271927	Q8KXD2	Decarboxylase	Enterococcus faecalis
CHEMBL5015	Q8MHZ5	Ghrelin receptor	Ovis aries
CHEMBL3638336	Q8MI13	5-hydroxytryptamine 1D receptor	Bos taurus
CHEMBL2029193	Q8MJ89	Melanin-concentrating hormone receptor 1	Macaca mulatta
CHEMBL2169724	Q8MMZ4	CGMP-dependent protein kinase	Plasmodium falciparum
CHEMBL5036	Q8MMZ8	cGMP-dependent protein kinase	Eimeria tenella
CHEMBL4386	Q8MTZ4	Vacuolar-type proton translocating pyrophosphatase 1	Trypanosoma brucei
CHEMBL1697656	Q8MU52	Glutathione S-transferase	Plasmodium falciparum
CHEMBL2366588	Q8MWR1	Ecdysone receptor	Spodoptera frugiperda
CHEMBL2366588	Q8MWR2	Ecdysone receptor	Spodoptera frugiperda
CHEMBL2366578	Q8MYA6	Ecdysone receptor	Chilo suppressalis
CHEMBL2242729	Q8MZM0	Acetylcholinesterase	Plutella xylostella
CHEMBL6048	Q8N118	Cytochrome P450, family 4, subfamily X, polypeptide 1, isoform CRA_c	Homo sapiens
CHEMBL3120040	Q8N122	Regulatory-associated protein of mTOR	Homo sapiens
CHEMBL2363065	Q8N183	Mitochondrial complex I (NADH dehydrogenase)	Homo sapiens
CHEMBL2093872	Q8N1C3	GABA-A receptor; anion channel	Homo sapiens
CHEMBL2109243	Q8N1C3	GABA-A receptor; benzodiazepine site	Homo sapiens
CHEMBL3912	Q8N1Q1	Carbonic anhydrase XIII	Homo sapiens
CHEMBL2095180	Q8N1Q1	Carbonic anhydrase	Homo sapiens
CHEMBL5516	Q8N2K0	Monoacylglycerol lipase ABHD12	Homo sapiens
CHEMBL3091262	Q8N3A8	Poly [ADP-ribose] polymerase 8	Homo sapiens
CHEMBL5517	Q8N474	Secreted frizzled-related protein 1	Homo sapiens
CHEMBL5518	Q8N4C8	Misshapen-like kinase 1	Homo sapiens
CHEMBL5519	Q8N568	Serine/threonine-protein kinase DCLK2	Homo sapiens
CHEMBL5256	Q8N5S9	CaM-kinase kinase alpha	Homo sapiens
CHEMBL2046259	Q8N5Z0	Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial	Homo sapiens
CHEMBL2163182	Q8N6T7	NAD-dependent protein deacetylase sirtuin-6	Homo sapiens
CHEMBL5520	Q8N752	Casein kinase I isoform alpha-like	Homo sapiens
CHEMBL1287624	Q8NA19	Lethal(3)malignant brain tumor-like protein 4	Homo sapiens
CHEMBL1938217	Q8NB16	Mixed lineage kinase domain-like protein	Homo sapiens
CHEMBL1938208	Q8NB78	Lysine-specific histone demethylase 1B	Homo sapiens
CHEMBL2311230	Q8NB90	Spermatogenesis-associated protein 5	Homo sapiens
CHEMBL2929	Q8NBP7	Subtilisin/kexin type 9	Homo sapiens
CHEMBL4986	Q8NCC3	Lysosomal phospholipase A2	Homo sapiens
CHEMBL2239	Q8NCG5	Carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 4	Homo sapiens
CHEMBL5521	Q8NCG7	Sn1-specific diacylglycerol lipase beta	Homo sapiens
CHEMBL2362996	Q8NCM2	Voltage-gated potassium channel	Homo sapiens
CHEMBL3351201	Q8NCQ2	Uncharacterized protein CSNK1G2-AS1	Homo sapiens
CHEMBL1075167	Q8NE63	Homeodomain-interacting protein kinase 4	Homo sapiens
CHEMBL1075165	Q8NEB9	Phosphatidylinositol 3-kinase catalytic subunit type 3	Homo sapiens
CHEMBL4794	Q8NER1	Vanilloid receptor	Homo sapiens
CHEMBL5642	Q8NER5	Activin receptor type-1C	Homo sapiens
CHEMBL5522	Q8NET8	Transient receptor potential cation channel subfamily V member 3	Homo sapiens
CHEMBL5546	Q8NEV4	Myosin IIIA	Homo sapiens
CHEMBL2189113	Q8NEZ4	Histone-lysine N-methyltransferase MLL3	Homo sapiens
CHEMBL5547	Q8NFD2	Ankyrin repeat and protein kinase domain-containing protein 1	Homo sapiens
CHEMBL5172	Q8NFI3	Endo-beta-N-acetylglucosaminidase	Homo sapiens
CHEMBL5548	Q8NFJ6	Prokineticin receptor 2	Homo sapiens
CHEMBL2097167	Q8NFM4	Adenylate cyclase	Homo sapiens
CHEMBL2189134	Q8NFV4	Alpha/beta hydrolase domain-containing protein 11	Homo sapiens
CHEMBL5638	Q8NG66	Serine/threonine-protein kinase Nek11	Homo sapiens
CHEMBL5549	Q8NG68	Tubulin--tyrosine ligase	Homo sapiens
CHEMBL3112379	Q8NHU3	Phosphatidylcholine:ceramide cholinephosphotransferase 2	Homo sapiens
CHEMBL5550	Q8NI60	Chaperone activity of bc1 complex-like, mitochondrial	Homo sapiens
CHEMBL3644	Q8NWQ9	Dihydrofolate reductase	Staphylococcus aureus subsp. aureus MW2
CHEMBL5372	Q8NY00	Methionyl-tRNA synthetase	Staphylococcus aureus subsp. aureus MW2
CHEMBL4690	Q8P1K1	Phenylalanyl-tRNA synthetase alpha chain	Streptococcus pyogenes serotype M18 (strain MGAS8232)
CHEMBL2301	Q8QGU2	FK506 binding protein 12	Gallus gallus
CHEMBL3638358	Q8QZV1	High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A	Rattus norvegicus
CHEMBL2094133	Q8QZW7	GABA-A receptor; anion channel	Mus musculus
CHEMBL2073723	Q8R000	Organic solute transporter subunit alpha	Mus musculus
CHEMBL2189159	Q8R0V5	Indoleamine 2,3-dioxygenase 2	Mus musculus
CHEMBL5009	Q8R0X7	Sphingosine-1-phosphate lyase 1	Mus musculus
CHEMBL2189142	Q8R146	Acylamino-acid-releasing enzyme	Mus musculus
CHEMBL5010	Q8R2Y0	Monoacylglycerol lipase ABHD6	Mus musculus
CHEMBL1255156	Q8R3I2	Lysophospholipid acyltransferase 2	Mus musculus
CHEMBL1949485	Q8R413	Prokineticin-2	Rattus norvegicus
CHEMBL3321	Q8R431	Monoglyceride lipase	Rattus norvegicus
CHEMBL5011	Q8R455	Transient receptor potential cation channel subfamily M member 8	Rattus norvegicus
CHEMBL3301382	Q8R493	Nicotinic acetylcholine receptor alpha-4/beta-2	Mus musculus
CHEMBL3350222	Q8R493	Neuronal nicotinic acetylcholine receptor	Mus musculus
CHEMBL3108632	Q8R4D5	Transient receptor potential cation channel subfamily M member 8	Mus musculus
CHEMBL3341575	Q8R4G1	Mas-related G-protein coupled receptor member X1	Rattus norvegicus
CHEMBL3350222	Q8R4G9	Neuronal nicotinic acetylcholine receptor	Mus musculus
CHEMBL1641350	Q8RL90	Beta-lactamase	Pseudomonas aeruginosa
CHEMBL1075159	Q8RLA6	Beta-lactamase	Acinetobacter baumannii
CHEMBL1075039	Q8RN04	Cytochrome P450 165B3	Amycolatopsis orientalis
CHEMBL5012	Q8RT60	Beta-lactamase	Klebsiella oxytoca
CHEMBL5013	Q8RTE5	CmeA	Campylobacter jejuni
CHEMBL2366555	Q8S3J0	Acetolactate synthase	Bromus tectorum
CHEMBL4033	Q8SPQ9	Cyclooxygenase-2	Canis lupus familiaris
CHEMBL3350221	Q8SPU6	Chromaffin cell neuronal nicotinic acetylcholine receptor	Bos taurus
CHEMBL5647	Q8SPZ1	Gonadotropin-releasing hormone receptor	Macaca mulatta
CHEMBL4151	Q8ST54	Hexokinase	Trypanosoma cruzi
CHEMBL3559677	Q8T6B1	Glyceraldehyde-3-phosphate dehydrogenase	Plasmodium falciparum
CHEMBL5173	Q8T6J6	Orotidine phosphate decarboxylase	Plasmodium falciparum
CHEMBL6145	Q8T6T2	Inosine-5'-monophosphate dehydrogenase, probable	Cryptosporidium parvum
CHEMBL1075156	Q8T8E6	Metacaspase	Trypanosoma brucei
CHEMBL1075193	Q8T8E7	Metacaspase	Trypanosoma brucei
CHEMBL1169595	Q8T8E9	UDP-galactose 4-epimerase	Trypanosoma brucei
CHEMBL5648	Q8T9Z7	Purine nucleoside phosphorylase	Plasmodium falciparum
CHEMBL2364701	Q8TAA3	26S proteosome	Homo sapiens
CHEMBL2362996	Q8TAE7	Voltage-gated potassium channel	Homo sapiens
CHEMBL2406897	Q8TAV3	Cytochrome P450 2W1	Homo sapiens
CHEMBL2016430	Q8TBC4	NEDD8-activating enzyme E1 catalytic subunit	Homo sapiens
CHEMBL2401602	Q8TBE9	N-acylneuraminate-9-phosphatase	Homo sapiens
CHEMBL1770034	Q8TBX8	Phosphatidylinositol-5-phosphate 4-kinase type-2 gamma	Homo sapiens
CHEMBL1641348	Q8TCC7	Solute carrier family 22 member 8	Homo sapiens
CHEMBL2146355	Q8TCG1	Protein CIP2A	Homo sapiens
CHEMBL2096619	Q8TCG2	Phosphatidylinositol 4-kinase, PI4K	Homo sapiens
CHEMBL1764936	Q8TCT0	Ceramide kinase	Homo sapiens
CHEMBL6113	Q8TCT1	Phosphoethanolamine/phosphocholine phosphatase	Homo sapiens
CHEMBL4787	Q8TCU5	Glutamate [NMDA] receptor subunit 3A	Homo sapiens
CHEMBL2094124	Q8TCU5	Glutamate [NMDA] receptor	Homo sapiens
CHEMBL5649	Q8TCW9	Prokineticin receptor 1	Homo sapiens
CHEMBL5198	Q8TD08	Mitogen-activated protein kinase 15	Homo sapiens
CHEMBL5257	Q8TD19	Serine/threonine-protein kinase NEK9	Homo sapiens
CHEMBL5650	Q8TDC3	BR serine/threonine-protein kinase 1	Homo sapiens
CHEMBL1293243	Q8TDD5	MCOLN3 protein	Homo sapiens
CHEMBL2362996	Q8TDN1	Voltage-gated potassium channel	Homo sapiens
CHEMBL2362996	Q8TDN2	Voltage-gated potassium channel	Homo sapiens
CHEMBL3351194	Q8TDN7	Alkaline ceramidase 1	Homo sapiens
CHEMBL5651	Q8TDR2	Serine/threonine-protein kinase 35	Homo sapiens
CHEMBL3785	Q8TDS4	Hydroxycarboxylic acid receptor 2	Homo sapiens
CHEMBL1628461	Q8TDS5	Oxoeicosanoid receptor 1	Homo sapiens
CHEMBL5409	Q8TDU6	G-protein coupled bile acid receptor 1	Homo sapiens
CHEMBL1628473	Q8TDU9	Relaxin-3 receptor 2	Homo sapiens
CHEMBL3085617	Q8TDV0	Probable G-protein coupled receptor 151	Homo sapiens
CHEMBL5652	Q8TDV5	Glucose-dependent insulinotropic receptor	Homo sapiens
CHEMBL2040705	Q8TDX6	Chondroitin sulfate N-acetylgalactosaminyltransferase 1	Homo sapiens
CHEMBL4849	Q8TDX7	Serine/threonine-protein kinase NEK7	Homo sapiens
CHEMBL3407326	Q8TE04	Pantothenate kinase 1	Homo sapiens
CHEMBL1795117	Q8TEK3	Histone-lysine N-methyltransferase, H3 lysine-79 specific	Homo sapiens
CHEMBL2520	Q8TET4	Neutral alpha-glucosidase C	Homo sapiens
CHEMBL1075163	Q8TF76	Serine/threonine-protein kinase haspin	Homo sapiens
CHEMBL2272	Q8VBU5	Phosphodiesterase 4B	Mus musculus
CHEMBL2111373	Q8VBU5	Phosphodiesterase 4	Mus musculus
CHEMBL3638354	Q8VBX1	Endothelial lipase	Rattus norvegicus
CHEMBL2176783	Q8VBX6	Multiple PDZ domain protein	Mus musculus
CHEMBL5653	Q8VC69	Solute carrier family 22 member 6	Mus musculus
CHEMBL3309047	Q8VCK6	Free fatty acid receptor 2	Mus musculus
CHEMBL2836	Q8VCT3	Aminopeptidase B	Mus musculus
CHEMBL3137293	Q8VCT4	Carboxylesterase 1D	Mus musculus
CHEMBL1075220	Q8VD48	Dehydrogenase/reductase SDR family member 9	Rattus norvegicus
CHEMBL1795095	Q8VDG7	Platelet-activating factor acetylhydrolase 2, cytoplasmic	Mus musculus
CHEMBL2176	Q8VDP6	Phosphatidylinositol synthase	Mus musculus
CHEMBL3232691	Q8VDQ8	NAD-dependent protein deacetylase sirtuin-2	Mus musculus
CHEMBL3259497	Q8VEB4	Group XV phospholipase A2	Mus musculus
CHEMBL1075071	Q8VH25	Muscarinic receptor 4	Cavia porcellus
CHEMBL5498	Q8VH26	Muscarinic acetylcholine receptor M3	Cavia porcellus
CHEMBL1075061	Q8VH27	Muscarinic receptor 2	Cavia porcellus
CHEMBL2347	Q8VH37	Histone deacetylase 8	Mus musculus
CHEMBL2163171	Q8VHL0	Urea transporter 1	Mus musculus
CHEMBL1907608	Q8VHN2	Glutamate NMDA receptor	Rattus norvegicus
CHEMBL2096669	Q8VHN2	Glutamate receptors; NMDA/AMPA	Rattus norvegicus
CHEMBL2073681	Q8VI47	Canalicular multispecific organic anion transporter 1	Mus musculus
CHEMBL2346494	Q8VIH9	Urotensin-2 receptor	Mus musculus
CHEMBL3351213	Q8VIJ5	Protein O-GlcNAcase	Rattus norvegicus
CHEMBL1293264	Q8VNN2	Beta-galactosidase	Escherichia coli
CHEMBL2366508	Q8W433	Phytoene desaturase	Gentiana lutea
CHEMBL2672	Q8WMX0	Muscarinic acetylcholine receptor M1	Bos taurus
CHEMBL4020	Q8WN72	Ryanodine receptor 2	Canis lupus familiaris
CHEMBL2853	Q8WN95	Inositol 1,4,5-trisphosphate receptor type 3	Bos taurus
CHEMBL3677	Q8WNX7	Kappa opioid receptor	Sus scrofa
CHEMBL2216746	Q8WNY2	Potassium voltage-gated channel subfamily H member 2	Oryctolagus cuniculus
CHEMBL6073	Q8WPZ6	Aquaglyceroporin	Plasmodium falciparum
CHEMBL1795149	Q8WPZ7	Arginase	Plasmodium falciparum
CHEMBL2010636	Q8WQX9	Class 1 phosphodiesterase PDEB1	Trypanosoma brucei
CHEMBL4752	Q8WS26	Farnesyl diphosphate synthase	Trypanosoma cruzi
CHEMBL1944497	Q8WSF8	Soluble acetylcholine receptor	Aplysia californica
CHEMBL1075133	Q8WTQ7	G protein-coupled receptor kinase 7	Homo sapiens
CHEMBL5523	Q8WTS6	Histone-lysine N-methyltransferase SETD7	Homo sapiens
CHEMBL2176855	Q8WTT0	C-type lectin domain family 4 member C	Homo sapiens
CHEMBL1914272	Q8WTV0	Scavenger receptor class B member 1	Homo sapiens
CHEMBL6150	Q8WU08	Serine/threonine-protein kinase 32A	Homo sapiens
CHEMBL2716	Q8WUI4	Histone deacetylase 7	Homo sapiens
CHEMBL2093865	Q8WUI4	Histone deacetylase	Homo sapiens
CHEMBL2052033	Q8WUK0	Protein-tyrosine phosphatase mitochondrial 1	Homo sapiens
CHEMBL3317333	Q8WVY7	Ubiquitin-like domain-containing CTD phosphatase 1	Homo sapiens
CHEMBL2094135	Q8WW43	Gamma-secretase	Homo sapiens
CHEMBL2094127	Q8WWL7	Cyclin-dependent kinase 1/cyclin B	Homo sapiens
CHEMBL2176773	Q8WWQ0	PH-interacting protein	Homo sapiens
CHEMBL4174	Q8WWR8	Sialidase 4	Homo sapiens
CHEMBL1744524	Q8WWX8	Sodium/myo-inositol cotransporter 2	Homo sapiens
CHEMBL2094132	Q8WXA8	Serotonin 3 (5-HT3) receptor	Homo sapiens
CHEMBL2096904	Q8WXA8	Serotonin (5-HT) receptor	Homo sapiens
CHEMBL3588741	Q8WXB1	Protein N-lysine methyltransferase METTL21A	Homo sapiens
CHEMBL1628482	Q8WXD0	Relaxin receptor 2	Homo sapiens
CHEMBL3580482	Q8WXI7	Mucin-16	Homo sapiens
CHEMBL5654	Q8WXR4	Myosin-IIIB	Homo sapiens
CHEMBL2363032	Q8WXS5	Voltage-gated calcium channel	Homo sapiens
CHEMBL3559703	Q8WYR1	PI3-kinase class I	Homo sapiens
CHEMBL2321629	Q8WZA1	Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1	Homo sapiens
CHEMBL2029198	Q8WZA2	Rap guanine nucleotide exchange factor 4	Homo sapiens
CHEMBL5502	Q8X6S1	Modulator of drug activity A	Escherichia coli O157:H7
CHEMBL1075168	Q8XIQ6	Glutamate decarboxylase	Clostridium perfringens (strain 13 / Type A)
CHEMBL4888	Q8Z9J9	Dihydrofolate reductase	Salmonella enterica subsp. enterica serovar Typhi
CHEMBL2311235	Q8ZDW5	Threonine--tRNA ligase	Yersinia pestis
CHEMBL1795200	Q8ZEY1	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	Yersinia pestis
CHEMBL3110	Q8ZLS1	Arabinose 5-phosphate isomerase	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)
CHEMBL5655	Q90744	Alpha-N-acetylgalactosaminidase	Gallus gallus
CHEMBL2944	Q90YJ9	Choline acetylase	Gallus gallus
CHEMBL3350224	Q91765	Nicotinic acetylcholine receptor	Myzus persicae
CHEMBL3559678	Q91H74	Genome polyprotein	Dengue virus 2
CHEMBL2040544	Q91MA9	Polymerase acidic protein	Influenza A virus (strain A/Hong Kong/1/1968 H3N2)
CHEMBL1255159	Q91V01	Lysophospholipid acyltransferase 5	Mus musculus
CHEMBL1075107	Q91V26	Sphingosine kinase 1	Rattus norvegicus
CHEMBL3264	Q91V92	ATP-citrate synthase	Mus musculus
CHEMBL5656	Q91WC9	Sn1-specific diacylglycerol lipase beta	Mus musculus
CHEMBL2217	Q91WG0	Carboxylesterase 2	Mus musculus
CHEMBL3407318	Q91WN4	Kynurenine 3-monooxygenase	Mus musculus
CHEMBL1075270	Q91WR5	Aldo-keto reductase family 1 member C21	Mus musculus
CHEMBL2073716	Q91WU2	Solute carrier family 22 member 7	Mus musculus
CHEMBL3232700	Q91X44	Glucokinase regulatory protein	Mus musculus
CHEMBL3350222	Q91X60	Neuronal nicotinic acetylcholine receptor	Mus musculus
CHEMBL2052027	Q91XA9	Acidic mammalian chitinase	Mus musculus
CHEMBL3271931	Q91XF0	Pyridoxine-5'-phosphate oxidase	Mus musculus
CHEMBL2073717	Q91Y77	Monocarboxylate transporter 10	Rattus norvegicus
CHEMBL1795174	Q91Y86	Mitogen-activated protein kinase 8	Mus musculus
CHEMBL3038501	Q91Y86	JNK1/JNK2	Mus musculus
CHEMBL1907607	Q91ZM7	GABA-A receptor; anion channel	Rattus norvegicus
CHEMBL2096683	Q91ZM7	Benzodiazepine receptors; peripheral & central	Rattus norvegicus
CHEMBL3309104	Q91ZP4	MCG3105, isoform CRA_a	Mus musculus
CHEMBL2176789	Q91ZU6	Dystonin	Mus musculus
CHEMBL4468	Q91ZY1	Histamine H4 receptor	Rattus norvegicus
CHEMBL5657	Q91ZY2	Histamine H4 receptor	Mus musculus
CHEMBL1255160	Q91ZY3	Histamine H4 receptor	Cavia porcellus
CHEMBL3259511	Q920A5	Retinoid-inducible serine carboxypeptidase	Mus musculus
CHEMBL2363	Q920D2	Dihydrofolate reductase	Rattus norvegicus
CHEMBL2097172	Q920D2	Dihydrofolate reductase; T. gondii vs rat	Toxoplasma gondii
CHEMBL2097173	Q920D2	Dihydrofolate reductase; P. carinii vs rat	Pneumocystis carinii
CHEMBL2097162	Q920H4	Muscarinic acetylcholine receptor	Mus musculus
CHEMBL5725	Q920L1	Fatty acid desaturase 1	Mus musculus
CHEMBL5726	Q920L5	Elongation of very long chain fatty acids protein 6	Mus musculus
CHEMBL5727	Q920R3	Fatty acid desaturase 1	Rattus norvegicus
CHEMBL2375203	Q921V5	Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	Mus musculus
CHEMBL3137	Q922D8	Methylenetetrahydrofolate dehydrogenase	Mus musculus
CHEMBL3616357	Q922Z0	D-aspartate oxidase	Mus musculus
CHEMBL1075302	Q923I7	Sodium/glucose cotransporter 2	Mus musculus
CHEMBL3509605	Q923M1	Mitochondrial peptide methionine sulfoxide reductase	Rattus norvegicus
CHEMBL2176813	Q923X8	Trace amine-associated receptor 7b	Rattus norvegicus
CHEMBL4908	Q923Y8	Trace amine-associated receptor 1	Mus musculus
CHEMBL3833	Q923Y9	Trace amine-associated receptor 1	Rattus norvegicus
CHEMBL2010634	Q92499	ATP-dependent RNA helicase DDX1	Homo sapiens
CHEMBL1075218	Q924T8	Cysteinyl leukotriene receptor 1	Rattus norvegicus
CHEMBL1169599	Q924U1	Metastin receptor	Rattus norvegicus
CHEMBL2216739	Q92523	Carnitine O-palmitoyltransferase 1, muscle isoform	Homo sapiens
CHEMBL3418	Q92542	Nicastrin	Homo sapiens
CHEMBL2094135	Q92542	Gamma-secretase	Homo sapiens
CHEMBL3175	Q92547	Topoisomerase (DNA) II binding protein 1	Homo sapiens
CHEMBL1293314	Q92560	Ubiquitin carboxyl-terminal hydrolase BAP1	Homo sapiens
CHEMBL3559703	Q92569	PI3-kinase class I	Homo sapiens
CHEMBL1961792	Q92570	Nuclear receptor subfamily 4 group A member 3	Homo sapiens
CHEMBL3706560	Q92598	Heat shock protein  HSP105	Homo sapiens
CHEMBL3232695	Q925H0	Acid-sensing ion channel 2	Mus musculus
CHEMBL2172	Q925U2	Leukotriene C4 synthase	Rattus norvegicus
CHEMBL3706558	Q92616	eIF-2-alpha kinase activator GCN1	Homo sapiens
CHEMBL4376	Q92630	Dual-specificity tyrosine-phosphorylation regulated kinase 2	Homo sapiens
CHEMBL3819	Q92633	Lysophosphatidic acid receptor Edg-2	Homo sapiens
CHEMBL2146297	Q92698	DNA repair and recombination protein RAD54-like	Homo sapiens
CHEMBL1961785	Q92729	Receptor-type tyrosine-protein phosphatase U	Homo sapiens
CHEMBL242	Q92731	Estrogen receptor beta	Homo sapiens
CHEMBL2093866	Q92731	Estrogen receptor	Homo sapiens
CHEMBL3091268	Q92753	Nuclear receptor ROR-beta	Homo sapiens
CHEMBL1937	Q92769	Histone deacetylase 2	Homo sapiens
CHEMBL2093865	Q92769	Histone deacetylase	Homo sapiens
CHEMBL2111429	Q92769	Histone deacetylase (HDAC1 and HDAC2)	Homo sapiens
CHEMBL5728	Q92772	Cyclin-dependent kinase-like 2	Homo sapiens
CHEMBL5747	Q92793	CREB-binding protein	Homo sapiens
CHEMBL3301383	Q92793	CREB-binding protein/p53	Homo sapiens
CHEMBL2189116	Q92800	Histone-lysine N-methyltransferase EZH1	Homo sapiens
CHEMBL3137287	Q92800	EZH1/SUZ12/EED/AEBP2/RBBP4 complex	Homo sapiens
CHEMBL3038490	Q92806	Kir3.2/Kir3.3	Homo sapiens
CHEMBL3542431	Q92813	Deiodinase	Homo sapiens
CHEMBL2223	Q92820	Gamma-glutamyl hydrolase	Homo sapiens
CHEMBL2826	Q92824	Subtilisin/kexin type 5	Homo sapiens
CHEMBL5501	Q92830	Histone acetyltransferase GCN5	Homo sapiens
CHEMBL5500	Q92831	Histone acetyltransferase PCAF	Homo sapiens
CHEMBL1781870	Q92835	Phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase 1	Homo sapiens
CHEMBL4677	Q92843	Apoptosis regulator Bcl-W	Homo sapiens
CHEMBL4616	Q92847	Ghrelin receptor	Homo sapiens
CHEMBL5037	Q92851	Caspase-10	Homo sapiens
CHEMBL4448	Q92876	Kallikrein 6	Homo sapiens
CHEMBL5748	Q92887	Canalicular multispecific organic anion transporter 1	Homo sapiens
CHEMBL5749	Q92918	Mitogen-activated protein kinase kinase kinase kinase 1	Homo sapiens
CHEMBL3817	Q92934	Bcl2-antagonist of cell death (BAD)	Homo sapiens
CHEMBL1795105	Q92945	Far upstream element-binding protein 2	Homo sapiens
CHEMBL2369	Q92952	Small conductance calcium-activated potassium channel protein 1	Homo sapiens
CHEMBL2321618	Q92953	Potassium voltage-gated channel subfamily B member 2	Homo sapiens
CHEMBL2362996	Q92953	Voltage-gated potassium channel	Homo sapiens
CHEMBL2073703	Q92959	Solute carrier organic anion transporter family member 2A1	Homo sapiens
CHEMBL5750	Q92993	Histone acetyltransferase KAT5	Homo sapiens
CHEMBL3407324	Q92995	Ubiquitin carboxyl-terminal hydrolase 13	Homo sapiens
CHEMBL6028	Q92997	Segment polarity protein dishevelled homolog DVL-3	Homo sapiens
CHEMBL2406899	Q93008	Probable ubiquitin carboxyl-terminal hydrolase FAF-X	Homo sapiens
CHEMBL2157850	Q93009	Ubiquitin carboxyl-terminal hydrolase 7	Homo sapiens
CHEMBL4942	Q93086	P2X purinoceptor 5	Homo sapiens
CHEMBL4328	Q93088	Betaine--homocysteine S-methyltransferase 1	Homo sapiens
CHEMBL3391661	Q93088	Betaine-homocysteine S-methyltransferase	Homo sapiens
CHEMBL1075169	Q93096	Protein tyrosine phosphatase type IVA 1	Homo sapiens
CHEMBL2111324	Q93100	Phosphorylase kinase	Homo sapiens
CHEMBL4836	Q931S2	Topoisomerase IV subunit A	Staphylococcus aureus subsp. aureus Mu50
CHEMBL2097174	Q932M0	DNA gyrase	Staphylococcus aureus subsp. aureus Mu50
CHEMBL1293246	Q932Y6	Beta Lactamase	Pseudomonas aeruginosa
CHEMBL1667679	Q939N4	Beta-lactamase CTX-M-16	Escherichia coli
CHEMBL1641358	Q93LQ9	Beta-lactamase	Klebsiella pneumoniae
CHEMBL1075258	Q93QD4	Malonyl-CoA-acyl carrier protein transacylase	Staphylococcus aureus
CHEMBL3430	Q93RY0	Dihydrodipicolinate synthase	Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)
CHEMBL1697665	Q93SP7	PYRAZINAMIDASE/NICOTINAMIDAS PNCA (PZase)	Mycobacterium bovis
CHEMBL2079847	Q93T40	Beta-lactamase II	Bacillus anthracis
CHEMBL5751	Q93T42	Beta-lactamase	Bacillus anthracis
CHEMBL3217400	Q93UV0	Serine palmitoyltransferase	Sphingomonas paucimobilis
CHEMBL1741261	Q94655	Glutathione reductase	Plasmodium falciparum K1
CHEMBL1293247	Q94696	Luciferase	Photuris pennsylvanica
CHEMBL4097	Q94715	Cathepsin L2	Paramecium tetraurelia
CHEMBL2366573	Q947J4	Acetyl-CoA carboxylase	Hordeum vulgare
CHEMBL2366573	Q947J5	Acetyl-CoA carboxylase	Hordeum vulgare
CHEMBL4919	Q94F81	Histone deacetylase HD2	Zea mays
CHEMBL1075247	Q94FV7	Benzalacetone synthase	Rheum palmatum
CHEMBL2366509	Q94IG7	Protoporphyrinogen oxidase, chloroplastic/mitochondrial	Spinacia oleracea
CHEMBL2967	Q95136	Dopamine D1 receptor	Bos taurus
CHEMBL2096970	Q95136	Dopamine receptor	Bos taurus
CHEMBL2096979	Q95142	Phosphodiesterase 6	Bos taurus
